Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Revenue,Margin,Ship Days,Order Returned,Shipping TAT
837,IN-2017-22648,5/15/2017,5/21/2017,Standard Class,SF-20065,Sandra Flanagan,Consumer,Ratlam,Madhya Pradesh,India,Central Asia,OFF-ST-10000327,Office Supplies,Storage,"Smead Folders, Wire Frame",33.12,2,0,4.62,66.24,50,6,No,Standard Class
838,IN-2017-22648,5/15/2017,5/21/2017,Standard Class,SF-20065,Sandra Flanagan,Consumer,Ratlam,Madhya Pradesh,India,Central Asia,OFF-ST-10001719,Office Supplies,Storage,"Tenex Trays, Industrial",109.38,2,0,3.24,218.76,50,6,No,Standard Class
839,ID-2015-68631,3/10/2015,3/14/2015,Standard Class,SS-20140,Saphhira Shifley,Corporate,Katoomba,New South Wales,Australia,Oceania,FUR-FU-10003658,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",102.546,6,0.1,-1.314,615.2760000000001,83.33333333333333,4,No,Second Class
840,ID-2015-71452,4/6/2015,4/9/2015,Second Class,BB-10990,Barry Blumstein,Corporate,Sukkur,Sindh,Pakistan,Central Asia,OFF-BI-10004869,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",28.23,2,0.5,-1.17,56.46,50,3,No,Second Class
841,ID-2015-71452,4/6/2015,4/9/2015,Second Class,BB-10990,Barry Blumstein,Corporate,Sukkur,Sindh,Pakistan,Central Asia,FUR-CH-10004913,Furniture,Chairs,"Office Star Rocking Chair, Red",676.368,6,0.2,-76.212,4058.2080000000005,83.33333333333334,3,No,Second Class
842,IN-2017-55135,8/14/2017,8/19/2017,Standard Class,MS-17830,Melanie Seite,Consumer,Toyohashi,Aichi,Japan,North Asia,OFF-EN-10004941,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Recycled",26.19,1,0,7.05,26.19,0,5,Yes,Second Class
843,IN-2017-55135,8/14/2017,8/19/2017,Standard Class,MS-17830,Melanie Seite,Consumer,Toyohashi,Aichi,Japan,North Asia,OFF-EN-10000645,Office Supplies,Envelopes,"Ames Mailers, Recycled",173.25,5,0,45,866.25,80,5,Yes,Second Class
844,IN-2015-24769,9/6/2015,9/12/2015,Standard Class,JM-15535,Jessica Myrick,Consumer,Solapur,Maharashtra,India,Central Asia,OFF-LA-10000322,Office Supplies,Labels,"Smead Round Labels, Laser Printer Compatible",6.9,1,0,1.02,6.9,0,6,No,Standard Class
845,IN-2015-24769,9/6/2015,9/12/2015,Standard Class,JM-15535,Jessica Myrick,Consumer,Solapur,Maharashtra,India,Central Asia,OFF-SU-10002709,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",118.2,4,0,48.36,472.8,75,6,No,Standard Class
846,IN-2015-24769,9/6/2015,9/12/2015,Standard Class,JM-15535,Jessica Myrick,Consumer,Solapur,Maharashtra,India,Central Asia,OFF-BI-10004369,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",29.4,4,0,10.56,117.6,74.99999999999999,6,No,Standard Class
847,IN-2015-24769,9/6/2015,9/12/2015,Standard Class,JM-15535,Jessica Myrick,Consumer,Solapur,Maharashtra,India,Central Asia,OFF-EN-10003632,Office Supplies,Envelopes,"Jiffy Mailers, Recycled",71.94,2,0,10.74,143.88,50,6,No,Standard Class
848,IN-2018-13639,11/19/2018,11/25/2018,Standard Class,RW-19540,Rick Wilson,Corporate,Perth,Western Australia,Australia,Oceania,TEC-PH-10001990,Technology,Phones,"Cisco Smart Phone, Full Size",3524.472,6,0.1,861.372,21146.832000000002,83.33333333333333,6,No,Standard Class
849,IN-2017-21535,11/27/2017,12/3/2017,Standard Class,LS-17230,Lycoris Saunders,Consumer,Wuxi,Hunan,China,North Asia,OFF-AR-10004656,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",97.74,2,0,21.48,195.48,50,6,No,Standard Class
850,IN-2017-21535,11/27/2017,12/3/2017,Standard Class,LS-17230,Lycoris Saunders,Consumer,Wuxi,Hunan,China,North Asia,FUR-FU-10000735,Furniture,Furnishings,"Tenex Frame, Erganomic",325.8,3,0,48.87,977.4000000000001,66.66666666666667,6,No,Standard Class
851,IN-2017-21535,11/27/2017,12/3/2017,Standard Class,LS-17230,Lycoris Saunders,Consumer,Wuxi,Hunan,China,North Asia,OFF-FA-10002636,Office Supplies,Fasteners,"Accos Staples, 12 Pack",31.14,3,0,2.43,93.42,66.66666666666666,6,No,Standard Class
852,ID-2015-57179,9/13/2015,9/18/2015,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Islamabad,F.C.T.,Pakistan,Central Asia,FUR-BO-10001155,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",339.48,3,0.2,-59.49,1018.44,66.66666666666666,5,No,Second Class
853,ID-2015-57179,9/13/2015,9/18/2015,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Islamabad,F.C.T.,Pakistan,Central Asia,OFF-LA-10001497,Office Supplies,Labels,"Smead Round Labels, Adjustable",4.8,2,0.5,-3.3,9.6,50,5,No,Second Class
854,ID-2016-51369,10/7/2016,10/12/2016,Standard Class,SZ-20035,Sam Zeldin,Home Office,Caloocan,Metro Manila,Philippines,Southeast Asia,OFF-PA-10000694,Office Supplies,Paper,"Green Bar Message Books, Premium",26.169,2,0.45,-6.231,52.338,50,5,No,Second Class
855,IN-2018-18392,6/11/2018,6/13/2018,First Class,JH-16180,Justin Hirsh,Consumer,Yangon,Yangon,Myanmar (Burma),Southeast Asia,OFF-BI-10000698,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",16.2348,4,0.17,3.5148,64.9392,75,2,No,First Class
856,IN-2016-70437,10/6/2016,10/9/2016,First Class,BD-11500,Bradley Drucker,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,TEC-MA-10001627,Technology,Machines,"Konica Printer, White",883.95,4,0.17,234.27,3535.8,75.00000000000001,3,No,Second Class
857,IN-2016-42668,6/13/2016,6/16/2016,Second Class,KH-16690,Kristen Hastings,Corporate,Perth,Western Australia,Australia,Oceania,OFF-SU-10004177,Office Supplies,Supplies,"Fiskars Box Cutter, Easy Grip",100.278,3,0.1,13.338,300.834,66.66666666666666,3,No,Second Class
858,IN-2016-42668,6/13/2016,6/16/2016,Second Class,KH-16690,Kristen Hastings,Corporate,Perth,Western Australia,Australia,Oceania,TEC-CO-10001674,Technology,Copiers,"Sharp Personal Copier, Color",218.592,2,0.1,67.992,437.184,50,3,No,Second Class
859,IN-2016-42668,6/13/2016,6/16/2016,Second Class,KH-16690,Kristen Hastings,Corporate,Perth,Western Australia,Australia,Oceania,FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black",437.481,3,0.1,58.311,1312.443,66.66666666666666,3,No,Second Class
860,IN-2016-42668,6/13/2016,6/16/2016,Second Class,KH-16690,Kristen Hastings,Corporate,Perth,Western Australia,Australia,Oceania,OFF-BI-10003713,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",11.61,2,0.1,3.45,23.22,50,3,No,Second Class
861,IN-2016-42668,6/13/2016,6/16/2016,Second Class,KH-16690,Kristen Hastings,Corporate,Perth,Western Australia,Australia,Oceania,OFF-BI-10004078,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",74.115,3,0.1,4.905,222.34499999999997,66.66666666666666,3,No,Second Class
862,IN-2015-29788,5/19/2015,5/25/2015,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,FUR-CH-10002188,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",192.6324,3,0.27,39.5424,577.8972,66.66666666666667,6,No,Standard Class
863,IN-2018-56962,3/18/2018,3/23/2018,Second Class,HZ-14950,Henia Zydlo,Consumer,Deyang,Sichuan,China,North Asia,OFF-ST-10004365,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",113.82,2,0,53.46,227.64,50,5,No,Second Class
864,ID-2017-59300,11/5/2017,11/10/2017,Standard Class,KH-16330,Katharine Harms,Corporate,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-FA-10003980,Office Supplies,Fasteners,"OIC Paper Clips, Metal",15.423,2,0.47,-11.397,30.846,50,5,No,Second Class
865,IN-2015-74070,6/24/2015,6/26/2015,First Class,CA-12265,Christina Anderson,Consumer,Semarang,Jawa Tengah,Indonesia,Southeast Asia,TEC-PH-10002916,Technology,Phones,"Apple Speaker Phone, with Caller ID",102.339,1,0.17,30.819,102.339,0,2,No,First Class
866,IN-2015-74070,6/24/2015,6/26/2015,First Class,CA-12265,Christina Anderson,Consumer,Semarang,Jawa Tengah,Indonesia,Southeast Asia,FUR-FU-10003939,Furniture,Furnishings,"Tenex Photo Frame, Duo Pack",151.548,4,0.27,18.588,606.192,75,2,No,First Class
867,IN-2017-13387,10/25/2017,10/26/2017,First Class,AG-10525,Andy Gerbode,Corporate,Nellore,Andhra Pradesh,India,Central Asia,OFF-PA-10003686,Office Supplies,Paper,"SanDisk Message Books, Multicolor",75.69,3,0,2.25,227.07,66.66666666666666,1,No,First Class
868,IN-2018-66888,8/8/2018,8/12/2018,Standard Class,AG-10270,Alejandro Grove,Consumer,Yancheng,Jiangsu,China,North Asia,OFF-AR-10003110,Office Supplies,Art,"Sanford Sketch Pad, Water Color",340.62,7,0,74.76,2384.34,85.71428571428572,4,No,Second Class
869,IN-2017-42787,7/10/2017,7/14/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,Hanoi,Th? Dô Hà N?i,Vietnam,Southeast Asia,OFF-PA-10003784,Office Supplies,Paper,"Eaton Note Cards, Premium",46.4634,2,0.17,18.4434,92.9268,50,4,No,Second Class
870,IN-2017-41534,9/7/2017,9/12/2017,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Kathmandu,Central,Nepal,Central Asia,OFF-BI-10000561,Office Supplies,Binders,"Acco Binding Machine, Durable",105.18,2,0,44.16,210.36,50,5,No,Second Class
871,IN-2017-41534,9/7/2017,9/12/2017,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Kathmandu,Central,Nepal,Central Asia,FUR-CH-10003512,Furniture,Chairs,"Novimex Bag Chairs, Set of Two",289.26,6,0,95.4,1735.56,83.33333333333334,5,No,Second Class
872,IN-2017-41534,9/7/2017,9/12/2017,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Kathmandu,Central,Nepal,Central Asia,OFF-ST-10000287,Office Supplies,Storage,"Rogers Box, Blue",47.94,2,0,13.86,95.88,50,5,No,Second Class
873,IN-2017-41534,9/7/2017,9/12/2017,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Kathmandu,Central,Nepal,Central Asia,OFF-SU-10000062,Office Supplies,Supplies,"Stiletto Scissors, High Speed",141.66,6,0,2.7,849.96,83.33333333333334,5,No,Second Class
874,IN-2017-41534,9/7/2017,9/12/2017,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Kathmandu,Central,Nepal,Central Asia,OFF-SU-10002543,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",75.69,3,0,4.5,227.07,66.66666666666666,5,No,Second Class
875,IN-2017-41534,9/7/2017,9/12/2017,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Kathmandu,Central,Nepal,Central Asia,OFF-SU-10001407,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",175.68,4,0,40.32,702.72,74.99999999999999,5,No,Second Class
876,ID-2016-18938,10/18/2016,10/20/2016,First Class,AB-10165,Alan Barnes,Consumer,Mumbai,Maharashtra,India,Central Asia,OFF-SU-10001731,Office Supplies,Supplies,"Acme Letter Opener, Serrated",26.91,2,0.5,-6.51,53.82,50,2,No,First Class
877,ID-2017-12309,7/30/2017,8/4/2017,Standard Class,CS-12175,Charles Sheldon,Corporate,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-AR-10002060,Office Supplies,Art,"Stanley Pens, Fluorescent",16.5126,2,0.27,-2.0874,33.0252,50,5,No,Second Class
878,ID-2017-12309,7/30/2017,8/4/2017,Standard Class,CS-12175,Charles Sheldon,Corporate,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,TEC-AC-10001907,Technology,Accessories,"SanDisk Flash Drive, Bluetooth",83.8248,4,0.47,-3.1752,335.2992,75,5,No,Second Class
879,IN-2018-23621,2/13/2018,2/18/2018,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Melbourne,Victoria,Australia,Oceania,FUR-FU-10001452,Furniture,Furnishings,"Rubbermaid Door Stop, Black",39.42,1,0.1,2.61,39.42,0,5,No,Second Class
880,IN-2018-23621,2/13/2018,2/18/2018,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-BI-10004120,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",57.51,2,0.1,8.91,115.02,50,5,No,Second Class
881,IN-2018-23621,2/13/2018,2/18/2018,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-SU-10004306,Office Supplies,Supplies,"Kleencut Trimmer, Steel",220.482,6,0.1,-14.778,1322.892,83.33333333333334,5,No,Second Class
882,IN-2018-23621,2/13/2018,2/18/2018,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-BI-10004553,Office Supplies,Binders,"Cardinal Binder, Clear",47.844,4,0.1,21.204,191.376,75,5,No,Second Class
883,IN-2017-76275,9/19/2017,9/23/2017,Standard Class,JR-16210,Justin Ritter,Corporate,Caloundra,Queensland,Australia,Oceania,OFF-PA-10001720,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",26.406,2,0.1,8.166,52.812,50,4,No,Second Class
884,IN-2017-76275,9/19/2017,9/23/2017,Standard Class,JR-16210,Justin Ritter,Corporate,Caloundra,Queensland,Australia,Oceania,OFF-ST-10003319,Office Supplies,Storage,"Rogers Box, Wire Frame",41.472,2,0.1,10.092,82.944,50,4,No,Second Class
885,IN-2018-19022,2/22/2018,,Standard Class,JG-15160,James Galang,Consumer,Suwon,Gyeonggi,South Korea,North Asia,FUR-CH-10004572,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",246.48,5,0.2,55.38,1232.3999999999999,80,Order incomplete,No,N/A
886,ID-2017-57585,8/7/2017,8/13/2017,Standard Class,DC-12850,Dan Campbell,Consumer,Kwinana,Western Australia,Australia,Oceania,FUR-BO-10001822,Furniture,Bookcases,"Dania Library with Doors, Metal",651.348,2,0.1,-50.712,1302.696,50,6,No,Standard Class
887,IN-2016-69870,10/12/2016,10/15/2016,First Class,CC-12550,Clay Cheatham,Consumer,Xianyang,Shaanxi,China,North Asia,OFF-EN-10004958,Office Supplies,Envelopes,"Cameo Manila Envelope, Security-Tint",58.8,2,0,18.78,117.6,50,3,Yes,Second Class
888,IN-2016-69870,10/12/2016,10/15/2016,First Class,CC-12550,Clay Cheatham,Consumer,Xianyang,Shaanxi,China,North Asia,FUR-CH-10004196,Furniture,Chairs,"Novimex Swivel Stool, Red",657.84,4,0,164.4,2631.36,75,3,Yes,Second Class
889,IN-2018-68617,6/23/2018,6/29/2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,TEC-MA-10003170,Technology,Machines,"Konica Calculator, Wireless",92.934,3,0.4,12.384,278.802,66.66666666666667,6,No,Standard Class
890,IN-2018-68617,6/23/2018,6/29/2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,FUR-CH-10002213,Furniture,Chairs,"Hon Executive Leather Armchair, Black",822.852,3,0.4,-411.498,2468.556,66.66666666666667,6,No,Standard Class
891,IN-2017-10174,1/17/2017,1/20/2017,First Class,RA-19915,Russell Applegate,Consumer,Tokyo,Tokyo,Japan,North Asia,FUR-CH-10004387,Furniture,Chairs,"Office Star Bag Chairs, Red",221.76,4,0,33.24,887.04,75,3,No,Second Class
892,IN-2017-10174,1/17/2017,1/20/2017,First Class,RA-19915,Russell Applegate,Consumer,Tokyo,Tokyo,Japan,North Asia,FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black",324.06,2,0,71.28,648.12,50,3,No,Second Class
893,IN-2016-36396,11/25/2016,11/27/2016,Second Class,RD-19900,Ruben Dartt,Consumer,Khulna,Khulna,Bangladesh,Central Asia,TEC-CO-10004404,Technology,Copiers,"Brother Copy Machine, High-Speed",1836.03,7,0,752.64,12852.21,85.71428571428571,2,No,First Class
894,IN-2016-36396,11/25/2016,11/27/2016,Second Class,RD-19900,Ruben Dartt,Consumer,Khulna,Khulna,Bangladesh,Central Asia,FUR-BO-10001934,Furniture,Bookcases,"Bush Library with Doors, Metal",1455.12,4,0,116.4,5820.48,75,2,No,First Class
895,IN-2016-36396,11/25/2016,11/27/2016,Second Class,RD-19900,Ruben Dartt,Consumer,Khulna,Khulna,Bangladesh,Central Asia,FUR-FU-10001640,Furniture,Furnishings,"Eldon Photo Frame, Black",174.33,3,0,64.44,522.99,66.66666666666666,2,No,First Class
896,IN-2017-40050,6/8/2017,6/10/2017,First Class,AS-10225,Alan Schoenberger,Corporate,Jinan,Shandong,China,North Asia,OFF-SU-10001869,Office Supplies,Supplies,"Stiletto Scissors, Steel",69.03,3,0,1.35,207.09,66.66666666666666,2,No,First Class
897,IN-2017-40050,6/8/2017,6/10/2017,First Class,AS-10225,Alan Schoenberger,Corporate,Jinan,Shandong,China,North Asia,FUR-CH-10003232,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",3298.26,7,0,1055.25,23087.82,85.71428571428571,2,No,First Class
898,IN-2015-71634,6/2/2015,6/7/2015,Standard Class,MC-17425,Mark Cousins,Corporate,Jaipur,Rajasthan,India,Central Asia,OFF-EN-10002007,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",62.7,5,0,9.9,313.5,80,5,No,Second Class
899,IN-2017-71592,8/25/2017,8/27/2017,Second Class,NM-18445,Nathan Mautz,Home Office,Asahikawa,Hokkaido,Japan,North Asia,OFF-AR-10001862,Office Supplies,Art,"Boston Pens, Water Color",17.4,1,0,8.16,17.4,0,2,No,First Class
900,IN-2015-72502,11/8/2015,11/8/2015,Same Day,DB-13060,Dave Brooks,Consumer,Yangzhou,Jiangsu,China,North Asia,TEC-PH-10001699,Technology,Phones,"Samsung Smart Phone, Full Size",1274.88,2,0,216.72,2549.76,50,0,Yes,Same day
901,IN-2015-72502,11/8/2015,11/8/2015,Same Day,DB-13060,Dave Brooks,Consumer,Yangzhou,Jiangsu,China,North Asia,OFF-EN-10003550,Office Supplies,Envelopes,"Ames Mailers, Set of 50",107.55,3,0,51.57,322.65,66.66666666666666,0,Yes,Same day
902,IN-2015-72502,11/8/2015,11/8/2015,Same Day,DB-13060,Dave Brooks,Consumer,Yangzhou,Jiangsu,China,North Asia,OFF-AP-10002104,Office Supplies,Appliances,"Hoover Microwave, Red",1234.56,4,0,135.72,4938.24,75,0,Yes,Same day
903,ID-2018-20569,7/8/2018,7/10/2018,Second Class,CB-12025,Cassandra Brandow,Consumer,Launceston,Tasmania,Australia,Oceania,OFF-SU-10004462,Office Supplies,Supplies,"Stiletto Scissors, Serrated",109.674,6,0.1,-7.326,658.0440000000001,83.33333333333334,2,No,First Class
904,ID-2018-28941,9/6/2018,9/11/2018,Second Class,EM-13960,Eric Murdock,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-FA-10001082,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",18.6348,4,0.47,-15.9252,74.5392,75,5,No,Second Class
905,IN-2017-78970,12/24/2017,12/30/2017,Standard Class,DK-13375,Dennis Kane,Consumer,Singapore,Singapore,Singapore,Southeast Asia,TEC-AC-10000896,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",59.25,1,0,10.05,59.25,0,6,No,Standard Class
906,IN-2017-78970,12/24/2017,12/30/2017,Standard Class,DK-13375,Dennis Kane,Consumer,Singapore,Singapore,Singapore,Southeast Asia,FUR-CH-10004387,Furniture,Chairs,"Office Star Bag Chairs, Red",498.96,9,0,74.79,4490.639999999999,88.88888888888889,6,No,Standard Class
907,IN-2017-78970,12/24/2017,12/30/2017,Standard Class,DK-13375,Dennis Kane,Consumer,Singapore,Singapore,Singapore,Southeast Asia,OFF-PA-10003938,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium",451.8,10,0,99.3,4518,89.99999999999999,6,No,Standard Class
908,IN-2017-78970,12/24/2017,12/30/2017,Standard Class,DK-13375,Dennis Kane,Consumer,Singapore,Singapore,Singapore,Southeast Asia,OFF-PA-10003252,Office Supplies,Paper,"Xerox Note Cards, 8.5 x 11",244.08,8,0,0,1952.64,87.5,6,No,Standard Class
909,ID-2017-53833,11/2/2017,11/6/2017,Standard Class,JE-15715,Joe Elijah,Consumer,Bundaberg,Queensland,Australia,Oceania,TEC-AC-10001616,Technology,Accessories,"SanDisk Numeric Keypad, Erganomic",665.145,13,0.1,-0.195,8646.885,92.30769231,4,No,Second Class
910,ID-2017-53833,11/2/2017,11/6/2017,Standard Class,JE-15715,Joe Elijah,Consumer,Bundaberg,Queensland,Australia,Oceania,OFF-SU-10001618,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",77.436,3,0.1,22.356,232.30800000000002,66.66666666666666,4,No,Second Class
911,ID-2017-53833,11/2/2017,11/6/2017,Standard Class,JE-15715,Joe Elijah,Consumer,Bundaberg,Queensland,Australia,Oceania,TEC-PH-10003556,Technology,Phones,"Samsung Speaker Phone, VoIP",887.976,8,0.1,246.456,7103.808,87.5,4,No,Second Class
912,ID-2017-53833,11/2/2017,11/6/2017,Standard Class,JE-15715,Joe Elijah,Consumer,Bundaberg,Queensland,Australia,Oceania,OFF-FA-10000027,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack",43.578,3,0.1,18.378,130.734,66.66666666666666,4,No,Second Class
913,ID-2017-53833,11/2/2017,11/6/2017,Standard Class,JE-15715,Joe Elijah,Consumer,Bundaberg,Queensland,Australia,Oceania,OFF-EN-10002464,Office Supplies,Envelopes,"Cameo Peel and Seal, Security-Tint",42.12,2,0.1,4.2,84.24,50,4,No,Second Class
914,IN-2018-30110,8/26/2018,8/27/2018,First Class,LA-16780,Laura Armstrong,Corporate,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-FA-10000248,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",7.4094,1,0.47,0.4194,7.4094,0,1,No,First Class
915,IN-2018-30110,8/26/2018,8/27/2018,First Class,LA-16780,Laura Armstrong,Corporate,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,FUR-TA-10000687,Furniture,Tables,"Bevis Conference Table, with Bottom Storage",3427.1496,7,0.47,-452.8104,23990.0472,85.71428571428571,1,No,First Class
916,ID-2018-67602,12/10/2018,12/10/2018,Same Day,AS-10240,Alan Shonely,Consumer,Nagpur,Maharashtra,India,Central Asia,OFF-LA-10001658,Office Supplies,Labels,"Avery Round Labels, 5000 Label Set",45.18,6,0,5.76,271.08,83.33333333333333,0,No,Same day
917,IN-2018-35507,12/16/2018,12/17/2018,First Class,AM-10360,Alice McCarthy,Corporate,Chittagong,Chittagong,Bangladesh,Central Asia,OFF-FA-10000746,Office Supplies,Fasteners,"Advantus Thumb Tacks, 12 Pack",78.12,6,0,5.4,468.72,83.33333333333334,1,No,First Class
918,ID-2016-55905,8/15/2016,8/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,Lahore,Punjab,Pakistan,Central Asia,TEC-AC-10004704,Technology,Accessories,"SanDisk Numeric Keypad, USB",26.58,1,0.5,-11.19,26.58,0,2,No,First Class
919,ID-2016-55905,8/15/2016,8/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,Lahore,Punjab,Pakistan,Central Asia,TEC-AC-10001022,Technology,Accessories,"SanDisk Flash Drive, USB",39.75,2,0.5,-23.85,79.5,50,2,No,First Class
920,IN-2017-46854,9/15/2017,9/19/2017,Standard Class,AH-10075,Adam Hart,Corporate,Gorakhpur,Uttar Pradesh,India,Central Asia,TEC-PH-10001321,Technology,Phones,"Cisco Speaker Phone, Full Size",698.85,5,0,146.7,3494.25,80,4,No,Second Class
921,IN-2018-52538,3/26/2018,3/30/2018,Standard Class,LS-17245,Lynn Smith,Consumer,Anshun,Guizhou,China,North Asia,TEC-PH-10003075,Technology,Phones,"Samsung Signal Booster, Full Size",275.76,2,0,5.46,551.52,50,4,No,Second Class
922,IN-2018-52538,3/26/2018,3/30/2018,Standard Class,LS-17245,Lynn Smith,Consumer,Anshun,Guizhou,China,North Asia,TEC-CO-10001703,Technology,Copiers,"Brother Fax and Copier, High-Speed",569.07,3,0,187.74,1707.21,66.66666666666666,4,No,Second Class
923,IN-2017-25798,8/27/2017,8/31/2017,Second Class,BW-11110,Bart Watters,Corporate,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,OFF-EN-10003838,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window",49.08,2,0,14.22,98.16,50,4,No,Second Class
924,IN-2017-25798,8/27/2017,8/31/2017,Second Class,BW-11110,Bart Watters,Corporate,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,OFF-BI-10004589,Office Supplies,Binders,"Avery Binding Machine, Economy",97.68,2,0,13.62,195.36,50,4,No,Second Class
925,IN-2017-25798,8/27/2017,8/31/2017,Second Class,BW-11110,Bart Watters,Corporate,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,TEC-PH-10001428,Technology,Phones,"Motorola Headset, VoIP",159.66,2,0,20.7,319.32,50,4,No,Second Class
926,ID-2016-61715,5/22/2016,5/29/2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,Makati,Metro Manila,Philippines,Southeast Asia,OFF-PA-10003416,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled",54.747,6,0.45,-34.893,328.48199999999997,83.33333333333333,7,No,Standard Class
927,IN-2017-51138,9/28/2017,10/3/2017,Standard Class,LS-17200,Luke Schmidt,Corporate,Caloocan,Metro Manila,Philippines,Southeast Asia,TEC-MA-10003314,Technology,Machines,"Epson Phone, White",416.745,7,0.25,99.855,2917.215,85.71428571428572,5,No,Second Class
928,ID-2018-66181,12/25/2018,12/29/2018,Standard Class,AF-10870,Art Ferguson,Consumer,Albany,Western Australia,Australia,Oceania,FUR-BO-10001668,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",772.605,5,0.1,-51.645,3863.025,80,4,No,Second Class
929,IN-2016-39889,3/15/2016,3/15/2016,Same Day,JE-15610,Jim Epp,Corporate,Qingdao,Shandong,China,North Asia,OFF-PA-10004673,Office Supplies,Paper,"Enermax Message Books, 8.5 x 11",53.28,2,0,13.8,106.56,50,0,Yes,Same day
930,IN-2016-39889,3/15/2016,3/15/2016,Same Day,JE-15610,Jim Epp,Corporate,Qingdao,Shandong,China,North Asia,OFF-BI-10004140,Office Supplies,Binders,"Cardinal Index Tab, Clear",47.04,7,0,21,329.28,85.71428571428571,0,Yes,Same day
931,IN-2015-62261,3/22/2015,3/27/2015,Standard Class,JL-15130,Jack Lebron,Consumer,Geelong,Victoria,Australia,Oceania,FUR-CH-10002940,Furniture,Chairs,"Harbour Creations Chairmat, Black",187.839,3,0.1,2.079,563.517,66.66666666666667,5,No,Second Class
932,IN-2015-62261,3/22/2015,3/27/2015,Standard Class,JL-15130,Jack Lebron,Consumer,Geelong,Victoria,Australia,Oceania,OFF-ST-10001342,Office Supplies,Storage,"Fellowes Trays, Blue",103.302,2,0.1,38.982,206.604,50,5,No,Second Class
